1509926400.0,23527.348144994077,23548.42
1510012800.0,23537.016376700583,23557.23
1510099200.0,23545.800977514897,23563.36
1510185600.0,23552.008669796964,23461.94
1510272000.0,23455.302297489758,23422.21
1510531200.0,23413.86255377945,23439.7
1510617600.0,23429.222489086776,23409.47
1510704000.0,23400.974809679323,23271.28
1510790400.0,23267.83613978596,23458.36
1510876800.0,23441.862389124028,23358.24
1511136000.0,23352.841027875278,23430.33
1511222400.0,23418.274430621612,23590.83
1511308800.0,23574.289473849025,23526.18
1511481600.0,23518.2054500048,23557.99
1511740800.0,23546.453183932823,23580.78
1511827200.0,23569.39750953634,23836.71
1511913600.0,23814.910499830035,23940.68
1512000000.0,23923.351168338886,24272.35
1512086400.0,24244.129701360787,24231.59
1512345600.0,24216.945704125807,24290.05
1512432000.0,24271.43745857899,24180.64
1512518400.0,24168.93399468653,24140.91
1512604800.0,24127.13852918817,24211.48
1512691200.0,24193.243909529447,24329.16
1512950400.0,24308.34331896751,24386.03
1513036800.0,24366.890511077123,24504.8
1513123200.0,24482.47532353734,24585.43
1513209600.0,24563.775864741852,24508.66
1513296000.0,24493.25699698363,24651.74
1513555200.0,24627.45437085644,24792.2
1513641600.0,24766.808949169677,24754.75
1513728000.0,24735.986135097544,24726.65
1513814400.0,24707.841434787355,24782.29
1513900800.0,24760.08272360766,24754.06
1514246400.0,24735.201410083217,24746.21
1514332800.0,24726.740529905583,24774.3
1514419200.0,24753.35611572516,24837.51
1514505600.0,24814.811789324805,24719.22
1514851200.0,24704.097866884073,24824.01
1514937600.0,24800.15366150088,24922.68
1515024000.0,24898.20881422452,25075.13
1515110400.0,25047.463261794146,25295.87
1515369600.0,25263.97126367146,25283.0
1515456000.0,25259.472431183785,25385.8
1515542400.0,25357.335481392925,25369.13
1515628800.0,25345.0534690122,25574.73
1515715200.0,25541.06146613085,25803.19
1516060800.0,25766.85755462705,25792.86
1516147200.0,25765.058675262877,26115.65
1516233600.0,26073.325547701643,26017.81
1516320000.0,25991.184991805025,26071.72
1516579200.0,26039.39277080666,26214.6
1516665600.0,26177.92301914926,26210.81
1516752000.0,26179.364936886283,26252.12
1516838400.0,26218.761954531255,26392.79
1516924800.0,26354.736008458716,26616.71
1517184000.0,26573.869609730442,26439.48
1517270400.0,26412.351533314988,26076.89
1517356800.0,26059.509450912617,26149.39
1517443200.0,26116.098496903232,26186.71
1517529600.0,26154.36564853413,25520.96
1517788800.0,25519.32166650909,24345.75
1517875200.0,24372.40906213127,24912.77
1517961600.0,24873.172105862872,24893.35
1518048000.0,24874.59695396891,23860.46
1518134400.0,23886.489221865144,24190.9
1518393600.0,24166.160281396937,24601.27
1518480000.0,24570.14692877988,24640.45
1518566400.0,24622.08192584725,24893.49
1518652800.0,24865.40878800519,25200.37
1518739200.0,25167.73340641496,25219.38
1519084800.0,25196.855532048678,24964.75
1519171200.0,24954.130861710455,24797.78
1519257600.0,24785.58134837757,24962.48
1519344000.0,24937.199142092195,25309.99
1519603200.0,25275.33264647172,25709.27
1519689600.0,25669.31774584952,25410.03
1519776000.0,25397.326812881685,25029.2
1519862400.0,25022.75342468017,24608.98
1519948800.0,24607.65132671287,24538.06
1520208000.0,24525.174797981566,24874.76
1520294400.0,24844.60772008108,24884.12
1520380800.0,24865.44180632054,24801.36
1520467200.0,24786.688397026464,24895.21
1520553600.0,24873.535654110554,25335.74
1520812800.0,25298.104756837653,25178.61
1520899200.0,25163.425155807134,25007.03
1520985600.0,24993.89942548487,24758.12
1521072000.0,24749.936313475286,24873.66
1521158400.0,24851.6727832917,24946.51
1521417600.0,24925.496392828176,24610.91
1521504000.0,24607.25756100217,24727.27
1521590400.0,24706.727343005143,24682.31
1521676800.0,24667.876752944805,23957.89
1521763200.0,23973.77319597771,23533.2
1522022400.0,23542.381311753783,24202.6
1522108800.0,24167.432309669475,23857.71
1522195200.0,23861.304674603558,23848.42
1522281600.0,23840.323856922132,24103.11
1522627200.0,24083.634319179495,23644.19
1522713600.0,23653.89827830555,24033.36
1522800000.0,24009.839747090737,24264.3
1522886400.0,24244.354762101208,24505.22
1522972800.0,24482.842721895628,23932.76
1523232000.0,23944.150363760884,23979.1
1523318400.0,23968.34464491733,24408.0
1523404800.0,24380.048824875037,24189.45
1523491200.0,24186.24132726561,24483.05
1523577600.0,24459.274763313406,24360.14
1523836800.0,24352.21418851806,24573.04
1523923200.0,24551.4625307688,24786.63
1524009600.0,24763.187685745994,24748.07
1524096000.0,24733.877137561223,24664.89
1524182400.0,24653.035894934834,24462.94
1524441600.0,24457.15274788526,24448.69
1524528000.0,24436.460141301206,24024.13
1524614400.0,24030.108881486805,24083.83
